respondent_id,h1n1_vaccine,seasonal_vaccine,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,sex,income_poverty,employment_status
16961,1,1,3,1,1,1,0,1,4,5,1,5,5,1,3,0,0,,2
16965,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,3,1,,1
16976,0,0,2,1,1,1,1,0,3,3,3,4,4,2,1,,0,,
16977,0,1,2,2,1,1,1,0,4,2,2,5,2,1,1,2,1,0,0
16980,0,0,2,2,1,1,1,0,3,2,2,2,2,2,0,3,1,1,1
16986,0,1,2,1,1,1,0,0,3,1,2,5,4,1,4,2,1,1,2
16987,0,0,2,1,1,1,0,0,5,1,5,1,1,1,0,1,1,2,1
16988,0,1,3,0,0,1,1,1,5,1,2,5,5,2,4,1,0,0,2
16989,0,0,2,1,1,1,1,0,4,2,4,4,4,4,2,2,0,1,1
16991,1,1,3,2,1,1,1,1,5,4,1,5,5,1,3,1,1,1,2
16992,0,0,3,1,1,1,1,0,4,4,4,4,5,2,1,1,1,1,2
16995,1,1,1,1,1,1,1,1,3,3,4,3,3,4,4,2,0,1,2
16997,0,0,2,1,1,1,1,0,4,4,4,4,4,4,0,1,1,0,1
17002,0,0,0,1,1,1,1,0,2,4,4,4,2,2,4,0,0,,
17003,0,1,3,2,1,1,1,0,5,4,4,1,4,4,1,3,1,2,2
17005,0,0,1,1,1,1,1,0,3,1,2,4,4,1,3,0,1,2,1
17006,0,1,3,1,1,1,0,,2,4,4,5,4,5,0,1,1,,2
17008,0,0,2,1,1,1,1,0,4,5,4,4,4,4,0,2,1,0,1
17014,0,1,3,1,1,1,1,1,4,5,5,5,5,1,1,3,1,1,1
17018,0,0,3,1,1,1,0,1,3,5,5,4,4,4,2,3,1,1,2
17020,1,1,2,2,1,1,1,0,5,4,2,5,4,2,2,2,1,2,1
17021,1,1,3,1,1,1,1,0,4,4,4,4,4,4,3,0,1,1,1
17022,0,0,2,1,1,1,1,0,4,2,2,5,2,2,2,2,0,2,1
17034,1,1,3,2,1,1,1,1,4,2,1,5,2,1,3,1,0,1,1
17037,1,1,3,1,1,1,1,0,5,4,4,5,5,4,3,1,1,0,2
17040,0,1,2,2,1,1,1,0,4,2,2,5,2,1,4,2,1,1,2
17045,0,1,3,0,1,1,1,1,4,1,4,5,1,1,4,2,1,0,1
17046,0,0,0,1,1,1,1,0,2,1,1,4,2,2,2,1,0,1,1
17047,0,0,3,2,1,1,1,0,4,1,4,5,2,4,0,1,0,1,
17048,0,0,3,1,1,1,1,0,5,5,5,5,5,5,1,1,1,0,2
17049,1,1,3,1,1,1,1,1,4,4,5,4,4,4,2,3,1,2,2
17050,0,0,2,1,1,1,1,0,3,4,4,4,1,2,3,0,1,0,1
17065,1,1,2,2,0,1,1,1,5,2,2,1,2,1,4,2,1,0,2
17068,0,0,3,2,1,1,0,0,5,1,2,4,4,2,4,1,1,1,1
17070,0,0,1,2,1,1,1,0,4,1,1,2,2,4,3,2,0,2,2
17072,0,1,1,1,1,1,1,1,4,1,1,5,5,1,4,2,1,1,2
17074,0,1,1,0,0,1,1,0,3,3,1,5,3,3,4,1,0,1,2
17075,0,0,2,2,1,1,1,1,4,4,1,4,4,4,3,3,0,2,1
17079,0,1,2,2,1,1,0,1,5,4,4,5,4,4,0,3,0,1,1
17081,0,1,1,1,1,1,1,1,3,1,1,5,2,2,4,0,1,0,2
17084,0,0,1,1,1,1,1,1,5,1,2,5,1,2,4,3,1,1,1
17088,0,1,2,1,0,1,0,1,4,1,1,5,4,1,4,3,1,1,2
17090,1,1,3,2,1,1,1,1,5,4,5,4,4,2,4,2,1,,2
17091,0,1,1,1,1,1,0,0,2,4,2,5,5,2,4,1,0,2,1
17100,0,1,3,1,1,1,1,0,5,3,2,4,5,2,2,1,1,0,2
17102,1,1,2,1,1,1,0,1,5,4,4,5,4,1,3,1,0,1,1
17105,0,0,2,2,1,1,0,0,3,1,4,4,2,2,1,3,1,2,1
17106,1,1,1,2,0,1,1,0,5,1,1,5,2,1,4,3,1,1,2
17107,0,0,3,2,1,1,1,1,5,1,4,4,2,5,2,1,1,1,2
17111,0,0,3,1,1,1,1,1,3,3,5,3,3,5,3,0,1,,0
17115,1,1,2,2,1,1,1,1,5,5,1,5,4,2,3,2,1,1,1
17116,0,1,2,2,1,1,1,0,4,2,4,4,2,1,1,3,1,1,1
17118,0,1,3,1,1,1,1,1,3,5,4,5,5,1,3,,0,1,1
17120,0,0,2,1,1,1,1,1,3,1,2,4,2,4,4,2,0,1,2
17121,0,0,2,1,1,1,0,,2,1,,,,,3,,0,,
17127,1,1,3,2,0,1,1,0,5,5,1,5,5,1,4,3,0,1,1
17133,1,1,2,1,1,1,0,1,3,4,4,4,4,2,0,0,1,1,2
17134,0,1,3,2,1,1,0,0,5,3,1,5,4,1,3,3,0,1,2
17143,0,0,1,1,1,1,1,1,4,1,1,4,1,1,4,1,0,1,2
17145,0,1,3,2,1,1,1,1,4,4,4,4,5,1,4,2,1,1,2
17146,1,1,2,1,1,1,1,0,4,2,1,5,5,1,4,3,1,2,2
17148,0,0,3,1,1,1,1,1,3,2,2,5,4,1,1,2,0,0,1
17149,0,1,2,1,1,1,1,1,5,1,1,4,2,4,4,2,0,1,2
17150,0,1,3,0,1,1,0,1,3,4,4,5,5,5,3,1,1,,2
17151,0,0,3,1,1,1,0,1,4,5,4,4,4,4,4,2,1,2,2
17152,0,1,3,2,1,1,1,0,4,2,5,4,2,4,4,2,1,1,1
17155,0,0,1,1,1,1,1,1,3,3,3,3,3,2,2,2,1,1,2
17156,0,0,3,1,1,1,0,1,4,4,5,4,4,5,1,0,0,0,1
17163,0,0,2,1,1,1,1,0,5,4,2,4,4,2,0,1,1,,2
17165,1,0,3,1,1,1,1,0,5,2,4,4,2,4,0,1,1,1,1
17167,0,0,2,1,1,1,1,1,2,2,1,4,2,1,2,1,1,1,1
17171,1,1,3,1,1,1,1,0,5,2,5,5,5,1,3,2,1,1,1
17172,0,0,3,1,1,1,1,0,5,2,2,5,2,4,0,1,0,1,1
17184,0,0,2,1,0,1,1,0,4,2,2,5,2,4,4,2,1,1,2
17190,0,0,2,2,1,1,1,0,5,1,1,4,2,1,4,2,0,,2
17193,0,1,1,1,1,1,1,0,2,1,4,2,2,2,2,3,1,1,1
17199,1,1,2,2,1,1,1,0,5,4,5,5,2,4,2,3,1,2,1
17204,0,0,3,1,0,1,1,0,4,3,4,4,2,1,4,3,1,1,1
17209,1,1,1,1,1,1,1,0,5,2,1,5,2,1,4,2,1,2,2
17212,1,1,2,1,1,1,1,0,4,1,1,5,2,1,2,1,1,2,1
17216,0,1,3,2,1,1,1,1,5,4,5,5,5,5,3,3,1,2,1
17217,0,1,3,2,1,1,1,1,5,5,5,5,4,4,4,1,1,,2
17218,1,1,1,2,1,1,1,1,5,4,4,5,2,2,2,2,0,1,1
17221,0,0,2,1,1,1,1,,5,2,4,5,5,2,0,,1,,
17223,1,1,3,1,0,1,1,0,5,4,2,5,5,1,4,1,1,1,2
17224,0,0,3,2,1,1,1,1,4,1,1,5,1,5,3,2,1,1,2
17226,1,0,3,2,1,1,1,0,4,2,1,4,2,4,1,,0,,
17229,0,0,1,2,1,1,1,0,,2,2,4,2,2,3,1,1,2,1
17238,0,0,3,1,1,1,1,0,5,1,4,5,1,4,2,1,1,0,1
17239,0,1,2,2,1,1,1,0,5,4,2,5,5,1,0,2,1,2,2
17240,0,1,1,2,1,1,0,1,3,1,2,5,4,2,4,1,1,1,2
17242,0,1,3,2,1,1,1,1,5,2,1,5,5,4,4,2,1,1,2
17244,0,0,3,2,1,1,1,1,4,2,5,4,2,4,1,1,1,2,1
17247,0,1,3,2,1,1,1,1,4,2,4,4,2,1,3,2,1,1,2
17248,0,1,3,2,0,1,1,0,4,2,1,5,2,1,4,1,1,1,2
17250,1,1,2,1,1,1,0,1,5,4,4,4,4,4,3,3,0,2,1
17251,0,1,2,1,1,1,0,0,4,4,1,4,4,1,2,3,1,1,1
17253,1,1,2,2,0,1,1,0,5,2,1,5,4,2,4,1,1,1,2
17256,1,0,2,1,1,1,0,0,5,5,1,5,4,2,0,2,0,1,2
17260,0,0,0,1,1,1,0,0,5,1,1,5,1,1,4,3,0,2,2
17261,1,1,3,2,1,1,1,0,3,5,5,4,4,4,2,3,1,0,0
17262,1,1,3,0,1,1,1,0,4,4,2,5,5,2,4,2,0,1,2
17265,0,0,2,1,1,1,1,1,4,2,2,4,2,2,1,1,0,2,2
17266,0,0,1,1,0,1,0,0,2,1,4,2,1,4,2,3,1,1,1
17268,0,1,2,1,0,1,0,0,5,2,2,4,2,2,4,3,0,2,1
17269,0,1,2,1,1,1,1,1,5,2,1,5,2,2,0,2,0,2,1
17273,0,1,1,2,1,1,1,0,1,1,5,5,4,2,0,3,0,1,1
17278,0,1,3,0,1,1,1,0,5,5,4,4,4,4,1,1,0,1,1
17279,0,0,2,1,1,1,1,0,4,4,1,4,4,4,2,3,1,1,1
17280,0,0,2,2,1,1,0,0,5,2,2,4,2,2,1,0,1,1,1
17282,0,1,3,1,1,1,1,0,4,2,1,5,1,1,3,0,1,1,1
17284,0,1,2,1,1,1,0,1,3,4,4,5,4,1,3,2,1,1,2
17285,1,1,3,2,1,1,1,1,5,4,4,5,4,2,4,1,1,0,2
17287,0,1,1,2,0,1,0,0,2,1,1,4,2,1,3,2,0,1,2
17292,0,0,2,1,1,1,1,0,4,2,1,4,2,1,4,1,1,,2
17295,0,0,2,1,1,1,1,1,4,2,1,4,2,2,2,2,0,1,1
17303,0,0,2,0,1,1,,0,4,2,4,2,2,4,4,0,0,,2
17304,1,0,1,1,1,1,1,1,4,1,1,5,4,1,4,0,1,1,2
17306,1,1,3,1,1,1,1,1,5,4,2,5,4,1,4,3,0,,2
17307,1,1,2,2,1,1,1,1,5,2,2,4,2,2,3,3,0,,1
17312,0,0,2,2,1,1,1,1,3,2,5,4,4,5,3,3,1,1,1
17313,0,1,3,2,1,1,0,1,5,4,5,5,5,2,2,3,1,2,1
17318,0,0,2,1,0,1,0,0,4,2,2,4,2,2,4,1,1,1,2
17319,0,0,3,1,1,1,1,0,4,3,2,4,2,4,0,2,1,1,2
17322,1,1,3,1,1,1,0,1,3,5,3,3,5,4,3,3,1,2,1
17323,1,1,1,1,1,1,1,1,4,2,2,5,5,1,2,2,0,1,2
17325,0,0,2,2,1,1,0,0,5,2,4,4,2,2,1,2,1,1,1
17329,0,1,2,1,1,1,1,0,4,2,2,5,4,4,4,3,1,2,2
17330,0,0,3,1,1,1,1,0,5,4,4,4,1,4,3,0,1,1,2
17331,0,0,1,1,0,1,1,0,5,5,2,5,5,2,0,0,0,0,1
17332,0,0,2,1,0,1,1,0,3,1,4,3,1,2,2,2,0,1,2
17334,1,1,1,0,1,1,1,1,5,4,1,5,4,2,4,0,0,1,2
17344,1,1,3,1,1,1,1,0,5,5,5,5,5,5,2,0,1,0,0
17353,0,0,2,1,1,1,1,0,4,2,2,4,2,1,3,2,1,2,1
17358,1,1,1,2,1,1,1,0,5,4,1,5,4,2,3,3,1,1,1
17360,0,1,1,1,1,1,0,1,4,2,2,5,3,2,4,3,1,1,2
17361,0,0,0,0,1,1,1,0,3,1,1,1,2,1,4,0,0,1,2
17363,1,1,2,2,1,1,1,1,4,5,5,4,5,5,1,2,1,1,2
17366,1,0,2,1,1,1,1,0,4,2,4,4,4,4,1,3,0,2,1
17370,1,1,3,1,1,1,1,1,5,5,4,4,5,5,3,3,0,1,0
17371,1,1,3,2,1,1,1,0,5,2,2,5,2,1,4,3,1,2,1
17373,0,1,2,1,1,1,0,0,3,3,2,4,3,1,3,3,1,,2
17374,0,1,2,1,1,1,1,0,4,4,4,4,2,2,2,1,1,1,1
17375,0,0,2,1,0,1,0,0,4,2,4,4,4,4,1,3,0,1,2
17379,0,0,3,2,1,1,0,0,4,1,2,5,1,1,1,1,0,1,2
17380,0,1,2,1,1,1,1,0,5,2,1,5,2,1,3,2,1,1,1
17382,0,0,3,2,1,1,1,1,2,5,1,4,1,5,2,1,1,,2
17386,0,0,1,1,0,1,1,0,3,1,2,4,1,2,0,1,0,0,1
17388,0,0,3,2,1,1,1,1,5,4,5,5,4,4,3,2,1,1,2
17389,1,1,2,2,1,1,1,0,4,4,4,4,4,2,2,3,1,2,1
17392,0,1,1,1,1,1,1,1,2,2,2,4,2,4,1,1,1,1,1
17393,0,0,3,0,1,1,0,0,4,4,4,4,4,4,0,1,1,1,1
17394,0,1,1,2,1,1,1,0,4,2,4,5,4,2,3,3,1,2,1
17397,1,1,3,2,1,1,0,1,5,5,5,5,4,4,2,3,1,2,2
17403,1,1,3,1,1,1,1,0,5,1,5,5,5,5,0,,1,,
17406,1,1,2,1,1,1,1,1,5,2,2,5,4,2,4,1,1,0,2
17408,0,1,3,1,1,1,1,0,5,1,2,5,1,1,1,1,1,1,1
17412,0,1,2,2,1,1,1,1,4,4,2,5,4,1,4,2,1,2,2
17413,0,1,2,1,1,1,1,0,5,5,5,5,4,5,1,0,1,0,0
17416,0,0,3,0,1,1,1,0,4,2,4,5,4,2,2,1,1,0,1
17417,1,0,2,1,1,1,0,0,5,4,4,4,2,2,0,0,0,2,2
17419,0,0,2,1,1,1,0,0,4,2,5,4,1,5,4,1,1,1,2
17420,0,1,3,1,1,1,0,1,5,4,1,5,4,5,2,2,0,1,2
17423,0,1,1,2,1,1,0,0,4,2,2,4,4,2,3,3,1,2,2
17427,0,0,2,2,1,1,1,1,5,1,1,4,1,1,1,1,0,0,1
17436,0,0,3,1,1,1,1,1,3,2,2,5,4,1,2,2,1,1,2
17437,0,1,1,0,0,1,1,,5,4,2,4,4,2,4,2,0,1,2
17438,0,0,1,1,1,1,1,0,4,2,2,4,1,2,2,1,0,2,1
17447,0,0,2,2,1,1,1,0,4,1,1,1,1,1,4,2,1,1,1
17448,1,1,3,2,1,1,1,0,5,5,4,5,5,4,3,3,0,2,1
17449,1,1,2,1,1,1,1,0,4,2,4,4,4,4,4,2,1,1,2
17451,1,1,2,2,0,1,0,0,4,4,2,4,4,1,0,3,1,,1
17454,1,1,3,1,1,1,0,1,4,4,4,4,5,4,4,1,1,1,2
17458,0,0,1,1,1,1,1,0,4,2,1,4,5,1,3,0,0,0,1
17460,0,1,2,2,1,1,1,1,5,2,1,4,4,1,4,3,0,1,2
17461,1,1,2,1,1,1,0,0,5,4,2,5,4,1,3,3,1,2,2
17463,1,1,2,2,1,1,1,0,5,4,2,5,5,1,3,3,0,1,2
17464,0,0,3,1,1,1,0,0,4,4,4,5,4,4,0,3,1,2,1
17465,0,0,1,1,0,1,0,0,4,1,2,4,4,2,0,3,0,1,1
17468,0,0,1,1,1,1,0,1,4,1,2,5,2,1,3,1,1,1,2
17469,0,1,2,2,1,1,1,0,4,2,2,1,2,1,3,1,1,1,2
17472,0,1,1,2,1,1,1,1,3,2,2,5,2,4,3,2,1,0,2
17473,0,1,2,1,1,1,0,0,5,2,1,5,4,1,3,3,1,2,1
17475,0,0,2,1,1,1,1,0,2,1,1,4,2,1,2,1,0,1,1
17476,0,1,1,0,0,1,0,0,3,3,1,5,1,1,4,,1,,2
17477,0,1,3,2,1,1,0,1,5,4,5,5,4,4,1,3,1,,1
17479,1,1,1,1,1,1,1,1,5,2,2,4,2,4,3,2,1,1,2
17480,0,0,2,2,1,1,1,0,3,2,2,4,2,2,2,3,1,1,1
17483,0,1,2,0,1,1,1,1,4,4,4,5,5,1,4,1,0,,2
17485,0,0,1,1,1,1,1,0,4,2,2,4,2,2,4,2,0,1,2
17487,0,0,2,0,1,1,1,,,,,,,,3,,0,,
17489,0,0,2,1,0,1,0,0,4,2,4,5,2,4,3,3,0,1,1
17491,0,0,2,1,1,1,0,0,2,2,2,4,2,2,2,3,1,1,1
17494,0,0,2,0,0,1,0,0,4,2,4,4,2,4,4,0,1,1,1
17496,0,0,2,1,1,1,1,1,5,2,2,4,4,2,1,3,1,2,1
17498,0,0,1,1,1,1,0,1,4,1,1,5,2,4,2,1,0,1,2
17500,1,1,2,1,1,1,1,1,4,2,4,4,5,2,3,2,1,1,1
17501,0,0,1,1,1,1,1,0,4,1,1,4,1,4,2,3,1,1,1
17503,0,1,2,2,1,1,1,0,4,4,4,4,4,2,1,3,0,1,1
17508,1,1,2,2,1,1,1,0,4,4,1,5,4,1,4,3,1,1,2
17509,0,1,2,1,1,1,1,0,4,2,2,5,4,4,4,1,1,,2
17511,0,1,2,1,1,1,1,1,5,4,4,5,4,4,3,1,1,1,2
17513,1,1,3,2,1,1,1,0,5,4,1,5,5,1,3,0,0,1,1
17514,0,1,1,1,0,1,1,0,4,2,2,5,2,2,3,2,1,,2
17515,1,1,2,2,1,1,0,1,5,4,1,4,4,1,3,2,1,1,2
17516,1,1,2,2,1,1,1,0,5,1,1,4,2,1,3,3,0,,2
17517,1,1,2,1,1,1,1,0,4,5,5,4,4,4,4,0,1,,2
17518,0,0,3,2,1,1,1,1,3,3,4,4,4,4,4,3,1,,1
17523,0,0,1,1,1,1,0,0,4,1,2,4,2,4,4,3,1,2,2
17525,0,0,2,2,1,1,0,0,4,2,4,4,2,1,0,3,1,2,2
17526,0,0,0,0,0,1,0,0,3,3,1,3,1,1,4,0,1,,2
17537,1,1,3,1,1,1,1,1,5,4,5,5,5,1,4,2,1,1,1
17538,0,1,3,1,1,1,1,1,5,3,4,5,4,4,4,2,1,1,2
17539,0,0,1,1,1,1,1,0,4,1,1,5,2,1,0,2,0,,0
17540,0,0,2,1,1,1,1,0,4,1,2,4,2,2,2,2,1,1,1
17542,0,0,2,2,1,1,0,0,4,1,2,4,2,4,2,2,1,2,1
17544,0,0,2,1,1,1,1,1,4,2,5,4,2,4,2,2,1,0,1
17545,0,0,1,2,1,1,0,0,2,2,5,2,2,5,3,2,1,1,1
17548,0,0,1,1,1,1,1,0,4,2,2,4,2,4,0,3,1,2,1
17554,0,0,2,1,1,1,1,0,4,2,2,4,1,1,3,2,1,2,2
17555,0,0,2,1,1,1,1,1,4,2,2,5,1,2,2,2,1,0,2
17557,0,0,3,0,1,1,1,0,5,2,2,5,5,1,0,1,0,1,1
17559,0,0,2,0,0,1,1,0,2,5,2,2,1,2,0,0,0,,
17563,0,0,3,0,1,1,1,0,5,1,1,1,1,1,4,0,1,0,2
17565,0,0,2,1,1,1,1,,,,,,,,2,,1,,
17566,1,1,3,1,1,1,1,0,4,2,2,4,2,2,1,3,1,2,1
17568,1,1,3,1,1,1,1,1,1,3,1,3,3,2,4,3,0,,2
17569,1,1,2,1,1,1,0,1,4,2,2,5,4,1,4,1,1,1,2
17572,0,1,1,1,1,1,1,0,3,2,4,4,4,4,1,3,0,,
17581,0,0,2,2,1,1,0,1,3,4,4,4,4,4,0,2,1,,1
17584,0,0,1,1,1,1,1,0,4,2,4,4,4,4,0,0,1,0,2
17585,0,1,3,2,1,1,0,0,3,2,4,4,4,4,3,3,1,1,1
17588,0,1,3,0,0,1,1,0,3,5,4,5,5,2,4,0,0,,2
17592,0,1,2,1,0,1,1,1,4,2,1,5,5,4,4,0,0,0,2
17597,0,0,1,2,1,1,0,,4,2,4,4,4,,2,,1,,
17600,0,1,0,1,0,1,1,0,4,1,1,5,1,1,4,3,1,1,1
17603,0,0,2,1,0,1,1,1,4,2,2,5,1,2,4,2,1,1,2
17604,0,1,3,1,1,1,1,1,4,2,4,4,4,1,4,2,1,0,2
17605,0,0,3,1,1,1,1,1,4,4,4,4,4,4,4,0,1,0,2
17606,1,1,2,2,1,1,1,0,5,4,4,4,4,4,0,2,0,1,0
17612,1,1,3,2,1,1,1,0,3,4,2,5,5,1,3,3,1,2,1
17619,1,1,3,2,1,1,1,1,5,5,5,5,2,2,1,1,1,1,1
17622,1,1,3,2,1,1,1,1,5,5,5,5,5,1,2,3,1,2,0
17623,1,1,1,1,1,1,1,1,4,2,2,5,4,2,4,1,1,1,2
17625,0,1,3,1,1,1,1,1,5,5,2,5,5,2,4,2,1,1,2
17626,0,0,2,2,1,1,1,0,4,2,2,4,2,2,1,2,0,1,1
17627,0,0,3,1,1,1,1,0,5,1,4,4,2,4,3,2,1,1,0
17628,0,0,2,1,1,1,1,1,3,1,1,4,1,1,4,0,1,1,1
17629,1,1,3,1,0,1,1,0,5,1,2,5,3,2,4,2,0,1,2
17630,0,0,2,2,1,1,0,0,3,2,1,2,2,1,2,3,1,1,1
17631,0,0,2,1,0,1,1,1,5,1,2,5,1,2,4,1,1,1,2
17632,0,1,1,1,1,1,1,1,4,2,2,4,4,2,4,2,0,1,2
17635,0,1,2,2,1,1,0,1,3,4,2,5,5,2,4,3,1,1,2
17637,0,1,2,1,1,1,1,1,3,4,4,5,5,1,4,1,1,1,2
17640,0,0,2,0,1,1,1,0,3,1,4,4,2,4,4,1,1,0,2
17641,0,1,2,1,1,1,1,1,2,5,1,5,5,1,2,3,1,0,0
17647,0,0,3,2,1,1,1,1,4,2,4,2,1,4,4,2,1,1,1
17649,1,1,3,0,1,1,1,1,5,5,5,5,5,5,0,1,0,0,2
17651,0,1,3,1,0,1,1,0,3,3,5,5,5,5,4,1,1,,2
17654,0,1,3,1,1,1,1,1,4,4,4,4,5,2,3,2,0,1,2
17658,0,0,3,1,1,1,0,0,3,2,4,4,2,1,4,3,1,1,2
17661,0,0,2,1,1,1,1,0,3,1,1,2,1,1,1,3,0,1,1
17662,0,0,3,1,1,1,1,0,3,1,1,2,1,1,2,,0,0,1
17667,0,0,2,1,0,1,0,0,4,2,4,4,2,1,0,2,0,1,1
17673,0,0,2,1,1,1,1,0,3,1,1,3,1,1,2,3,1,2,1
17674,1,1,2,2,1,1,1,0,4,4,4,5,4,2,4,1,1,1,2
17675,0,0,1,1,0,1,1,1,2,1,2,2,1,2,0,1,1,1,1
17676,1,1,3,2,1,1,1,1,5,5,5,5,5,5,1,3,1,1,1
17677,1,1,1,1,1,1,1,0,5,2,1,5,2,1,4,3,0,2,1
17678,0,0,3,2,0,1,0,1,5,2,2,5,2,2,0,1,1,0,0
17685,0,1,2,2,0,1,1,0,4,3,1,5,5,1,2,3,0,2,1
17686,0,0,2,2,1,1,0,1,5,2,4,5,2,4,1,2,1,1,1
17687,0,1,2,2,1,1,1,1,4,4,5,5,5,2,4,1,1,1,2
17690,0,1,2,1,1,1,0,0,2,2,2,4,5,4,1,1,1,1,1
17691,0,1,3,0,1,1,1,0,4,4,5,5,5,4,2,2,1,1,1
17695,1,1,2,1,1,1,1,0,5,4,1,4,2,1,4,1,1,2,2
17696,0,0,1,0,1,1,0,0,5,2,2,5,1,2,1,2,0,1,1
17698,0,1,3,1,1,1,1,1,3,2,2,5,5,1,4,2,0,,2
17699,0,1,3,2,1,1,1,1,4,4,4,5,4,1,4,0,0,1,1
17703,0,0,2,1,1,1,1,0,3,2,2,4,2,2,0,1,1,0,2
17707,0,0,3,1,1,1,1,1,3,2,5,4,4,4,3,1,0,1,1
17709,0,0,2,0,1,1,1,0,3,2,4,3,2,4,0,1,0,,2
17710,0,1,2,1,1,1,1,1,4,2,2,5,2,1,4,3,0,2,2
17711,1,1,2,2,1,1,1,1,5,4,4,5,4,1,3,3,1,1,2
17712,0,0,1,2,1,1,1,0,5,2,2,4,5,1,2,2,0,2,1
17715,0,0,3,1,1,1,0,0,4,2,2,4,2,5,0,0,0,1,0
17716,0,1,2,0,1,1,1,0,5,1,2,5,2,2,4,1,0,,2
17717,0,0,2,2,1,1,0,0,4,2,2,4,2,4,3,3,1,1,1
17718,0,0,2,0,1,1,1,1,5,4,4,5,4,1,2,1,0,,1
17720,0,0,1,2,1,1,1,0,4,2,2,4,2,2,3,3,0,1,1
17726,0,1,3,1,1,1,1,1,3,2,5,4,1,5,1,3,1,2,0
17730,0,0,2,1,1,1,1,0,4,5,4,2,4,1,0,2,0,1,1
17732,0,0,2,1,1,1,1,0,5,2,4,4,2,4,0,1,1,1,2
17735,0,1,2,2,1,1,1,1,5,2,2,5,2,2,3,3,1,2,1
17737,1,1,3,0,0,1,1,1,4,2,5,5,4,5,3,0,1,0,2
17739,1,1,2,1,0,1,0,0,4,2,1,4,2,2,1,2,1,1,1
17746,0,0,1,2,0,1,1,0,3,1,1,3,1,1,3,1,1,0,1
17750,0,1,2,2,1,1,0,0,4,4,2,4,4,1,1,3,1,2,1
17754,0,0,2,1,1,1,1,0,4,2,1,4,1,1,4,0,0,1,2
17757,0,0,0,0,0,1,0,0,5,1,4,5,2,4,4,3,1,1,2
17759,0,1,3,0,1,1,1,1,4,4,5,5,5,5,2,,1,,
17761,0,1,2,1,1,1,0,0,4,2,5,5,2,1,4,1,1,1,2
17765,1,1,2,2,1,1,1,0,4,4,4,5,5,1,3,3,1,1,1
17769,1,1,3,1,1,1,1,1,5,5,5,5,5,5,4,0,0,1,1
17777,0,1,2,1,1,1,0,0,4,1,2,5,4,4,4,1,0,1,2
17780,1,0,3,1,1,1,1,0,4,1,2,5,1,1,4,2,0,1,2
17782,1,1,2,2,1,1,1,1,4,5,4,5,5,4,3,1,1,1,2
17783,1,1,3,1,1,1,1,0,4,4,4,4,4,4,3,0,0,0,0
17785,0,1,2,2,1,1,0,0,5,1,2,5,2,1,2,3,1,2,1
17786,1,1,2,2,0,1,1,1,5,5,1,5,5,4,4,1,0,1,2
17790,1,1,1,1,1,1,1,1,5,5,4,5,5,4,4,1,1,1,2
17792,0,1,2,1,1,1,0,0,4,2,2,5,4,1,3,1,0,2,1
17793,1,1,1,1,1,1,1,0,2,2,1,4,2,2,0,3,1,2,1
17794,1,0,2,0,0,1,0,0,4,3,4,4,5,4,4,,1,,2
17796,0,0,1,1,1,1,1,0,3,2,2,4,2,2,0,2,1,1,2
17797,1,1,1,1,1,1,1,1,4,2,2,4,4,2,0,1,0,1,1
17800,0,0,0,1,1,1,0,0,2,1,1,4,1,1,4,1,1,1,2
17802,1,1,2,1,1,1,1,0,4,4,4,4,4,1,4,3,1,1,2
17804,0,0,2,2,1,1,0,0,5,4,4,4,2,2,0,3,0,2,1
17807,0,1,2,1,1,1,0,0,3,2,4,4,2,4,3,3,1,,2
17808,0,1,2,1,1,1,1,0,4,2,4,4,4,4,2,3,1,1,1
17809,0,0,1,1,1,1,1,0,4,1,5,4,2,4,4,3,0,2,2
17812,0,1,1,1,1,1,0,1,4,2,1,5,4,1,4,2,0,1,2
17817,0,0,2,1,1,1,1,0,4,4,2,4,2,2,4,1,1,1,1
17818,0,0,1,0,1,1,1,0,5,2,2,5,4,2,0,1,0,,1
17819,0,1,3,1,1,1,1,1,4,2,2,4,5,1,4,1,1,1,2
17820,1,1,1,1,1,1,0,1,4,4,2,4,4,2,3,2,0,1,1
17825,0,1,3,2,1,1,1,1,3,2,1,5,2,4,3,1,1,2,2
17826,0,0,1,1,1,1,1,0,3,3,2,5,5,2,2,0,1,1,1
17829,0,1,2,2,1,1,1,0,4,2,2,4,2,1,1,3,0,2,1
17830,0,0,2,0,1,1,1,0,5,2,1,5,1,1,4,1,0,1,2
17834,0,0,3,1,1,1,0,1,5,4,4,5,4,4,4,,0,1,2
17835,0,1,2,2,1,1,1,0,4,1,1,5,4,1,2,3,1,2,1
17836,1,0,3,1,1,1,1,0,3,5,4,3,5,4,0,1,1,0,2
17837,1,1,2,1,1,1,1,,,,,,,,4,,1,,
17841,0,0,0,2,1,1,1,0,2,1,1,4,1,1,4,3,1,,2
17842,1,1,2,1,1,1,1,0,5,4,4,4,4,1,2,3,0,2,1
17843,1,1,3,2,0,1,1,0,5,4,4,5,4,1,3,1,1,1,1
17844,0,0,1,1,0,1,0,0,4,2,2,4,2,1,0,2,1,1,1
